id,created_utc,anio,mes,sub,tipo,ticker,n_tickers,sha256_texto,deepseek,openai,claude,etiqueta_equipo,votos,flag_empate
j6r7xqu,1675242344.0,2023,2,Shortsqueeze,comments,MULN,1,abfe54bd493ce28f48fc655413301b20d82488058b9c613fba9b01dad9049cce,compra,compra,compra,compra,3,False
18196pi,1700659890.0,2023,11,Shortsqueeze,submissions,SHOT,1,9622954bc01d1a1b6e38aab0b95dcdcde8b271c013475b773a7f640b2f4e61ed,compra,compra,compra,compra,3,False
j6qaow9,1675221141.0,2023,2,Shortsqueeze,comments,BBBY,2,3b6b895f8fde57e54fdebff7d168fff80713a740b5e63e5cd447199edea249b0,compra,compra,compra,compra,3,False
10rnv2q,1675338070.0,2023,2,Shortsqueeze,submissions,BBBY,1,993795da1a1b4496905c9b65d5155702414ab9f4941368ecc6198e5e66a162f5,compra,compra,compra,compra,3,False
k8yckhm,1699811564.0,2023,11,Shortsqueeze,comments,CRKN,1,33348258cd84bdc915b7d5752d43985d1e728a78f5b1dc3c25bbef941e701113,neutral,neutral,neutral,neutral,3,False
114sa9r,1676654515.0,2023,2,SqueezePlays,submissions,MARA,1,fd0a21aff51021ad351f03f0f73f2b3df3b7d3854739adb05c603c8d9d317af3,compra,neutral,compra,compra,2,False
j725crd,1675437232.0,2023,2,SqueezePlays,comments,MULN,1,fc9de7dc3c0534aece14ebb60ee7e17aa0a146da5fe9eff990342c709ea1bef0,compra,neutral,neutral,neutral,2,False
j7hqe6j,1675720174.0,2023,2,SqueezePlays,comments,MO,1,860e28c2815e0039cac2340eab44a35933d6dd709c30052d5e147f543dba75b8,neutral,neutral,neutral,neutral,3,False
j6sqbzk,1675271061.0,2023,2,SqueezePlays,comments,GMBL,1,3860630041ba0790afe6af9b2121f3642e42a62190e3ed7e01a9a679f78bdd46,compra,compra,compra,compra,3,False
j9nxyov,1677144100.0,2023,2,SqueezePlays,comments,CVNA,1,f4ad75b952a55e1afd84b87c88d8fa7811a25ca75c43d594204ab61b9713ce85,compra,compra,compra,compra,3,False
j6yhmh7,1675368188.0,2023,2,SqueezePlays,comments,CMPS,1,4fc9de96a0d4f2b82df282b1399a382aa4e3c4efe1a317642ebc17224b24a87b,neutral,neutral,neutral,neutral,3,False
j7hhizd,1675716830.0,2023,2,SqueezePlays,comments,BBBY,1,9f99e85cec87848dc796fe1847157d8281bcf7a7771563356a5c1b102ffc21ff,neutral,neutral,neutral,neutral,3,False
j6prdgr,1675212655.0,2023,2,SqueezePlays,comments,CTM,4,8e7ac09454c92f0c30512346cccd13231e00c0954a0ddf10b54a7635e180b837,compra,neutral,neutral,neutral,2,False
114qh3f,1676650553.0,2023,2,SqueezePlays,submissions,AMZN,5,cda89bd1b2e064915fc060f39cccc3065bda73f12f78e9f2e73fd1b85d393848,neutral,neutral,neutral,neutral,3,False
k8pq2hv,1699658631.0,2023,11,SqueezePlays,comments,BKKT,1,495ea8f9ffa7d14d6399f49484aa13400eadf419a6c60864be3053cdb2895141,compra,neutral,compra,compra,2,False
j70lzmv,1675401502.0,2023,2,SqueezePlays,comments,AVCT,1,3d9f2d63d1b47f6b6fde216566649e0431364daaa82dbc60ba5db353922651b1,neutral,neutral,neutral,neutral,3,False
10qxren,1675266054.0,2023,2,SqueezePlays,submissions,GMBL,1,0b1d04caa91d5f65cfc8c26e306a9cd9963f804fb0b6f41e5e349b76979df43c,compra,compra,compra,compra,3,False
11ekcbp,1677619307.0,2023,2,SqueezePlays,submissions,EH,2,d803620191debca403de2d19006bdbabd105ef3841c91def7690b206fd88fb71,neutral,compra,compra,compra,2,False
j9wk562,1677289949.0,2023,2,SqueezePlays,comments,TMBR,1,ccaf301abd4813553e58a86b7baa7132686d9608e35fabe4e64422671dd71f9b,compra,compra,compra,compra,3,False
j7h10gl,1675710571.0,2023,2,SqueezePlays,comments,APRN,1,a545522560215369e10856bd999b041e5c7b5bb92fad64f5fb9df4354db94999,neutral,neutral,neutral,neutral,3,False
j81f4kd,1676068237.0,2023,2,SqueezePlays,comments,AVCT,1,775d41a07c5c4a9f10e214e5e10e1d4ceb770b0ae30e5d76950dbfae9ca82872,neutral,neutral,neutral,neutral,3,False
ja24fau,1677395745.0,2023,2,SqueezePlays,comments,GMBL,1,4381bc2c5d38b0b3e6b95465cb418ccfcb766103db03be0947454dff00566b44,neutral,neutral,neutral,neutral,3,False
k7jabzq,1698946920.0,2023,11,SqueezePlays,comments,FUBO,1,9226fee5ceb5c680a30b44be266dc56fe3b11846cea3daec35931edff447b63f,compra,neutral,compra,compra,2,False
j7vd2er,1675965435.0,2023,2,SqueezePlays,comments,APRN,1,917ce578913d2996f0e9863ebeeccbc97878fd5c88ad70c903b753783864b39f,compra,compra,compra,compra,3,False
10suotp,1675456983.0,2023,2,SqueezePlays,submissions,CVNA,1,bf3bca28f8359472d9541983d95c58c86b2e71a5c7d5d7dcf4d8d4c50979d107,compra,compra,compra,compra,3,False
115ifwl,1676735914.0,2023,2,SqueezePlays,submissions,BBAI,1,a61a721cc4f708eb39729cae10d92b9f349771306b6da69b2020add32313326a,compra,compra,compra,compra,3,False
j7k9cmp,1675771901.0,2023,2,SqueezePlays,comments,NVOS,1,ca43f8fe0a8775e22a10d4b1d45bc531c0f3da30f22069ff02980c3d4a9e760b,compra,compra,compra,compra,3,False
10r8mk0,1675291233.0,2023,2,SqueezePlays,submissions,MSTR,1,6c565c279990ccb77687e171e7a5e653328cfab9132f9d1cfd52330c368322a0,neutral,neutral,neutral,neutral,3,False
j93hmbf,1676762793.0,2023,2,SqueezePlays,comments,MARA,1,6dc517644b4d1e1150946a9b594d16d9e8859f238415bea0c7972097d98287b7,compra,compra,compra,compra,3,False
j7d31mi,1675635387.0,2023,2,SqueezePlays,comments,GREE,1,ce5a68cc3a7383eb324eca91be23825f36c9e5876ef0ce101e88592790b1a620,neutral,neutral,neutral,neutral,3,False
j6prj7e,1675212722.0,2023,2,SqueezePlays,comments,PXMD,1,f95e39478419e6a1c1ebad5e38da43a02227069e5691ccb6b46cc87948dcbfd1,neutral,neutral,neutral,neutral,3,False
j6zsm4k,1675387045.0,2023,2,SqueezePlays,comments,PROG,1,5cf4a39ffbb53abe8dfbd3083871957820428a5dd1eea664766a176a36941d82,compra,compra,compra,compra,3,False
j7fo4d2,1675690577.0,2023,2,SqueezePlays,comments,TRKA,1,596a82f07ce0b5c46aee72b46fe9b65faeedc0c22ff5631e2f5224f022469852,neutral,neutral,neutral,neutral,3,False
10wgj1y,1675812073.0,2023,2,SqueezePlays,submissions,MARA,1,f84f66624c53eabfa59ce2a8c08aefeadf518b76a4be05b85a8bcef0654bad77,compra,compra,compra,compra,3,False
j9ok4t7,1677159461.0,2023,2,SqueezePlays,comments,IBIO,1,a6b73245b99a2c6edf668552f352c7ad123d32f218ddfea557a9fd30f55a8b17,neutral,neutral,neutral,neutral,3,False
j6zqx3h,1675386271.0,2023,2,SqueezePlays,comments,GME,1,d963748da5e5b28cf81c04ce7fffe7b46fcacef4f1ceeaa6fb316868dda335f7,neutral,compra,compra,compra,2,False
10ybgnt,1675989612.0,2023,2,SqueezePlays,submissions,GFAI,1,ad809b0b67dfa7adb9d293fbc0e6d8080c467dde1f1f751b1c8934f277a9f720,compra,compra,compra,compra,3,False
j722pp1,1675436161.0,2023,2,SqueezePlays,comments,GMBL,1,24a0973eca0256df9525524c1fce47b2386164aad407bed4f39b86a2f69081f6,compra,compra,compra,compra,3,False
j6uzfgz,1675302643.0,2023,2,SqueezePlays,comments,TRKA,1,46c1d3091fa59406d350d13b6519f4e0efa942ea7a1713375ba3dd049e4037ff,compra,compra,compra,compra,3,False
114mme2,1676645126.0,2023,2,SqueezePlays,submissions,BBBY,1,207d16f8774efe910ba90b425c3336f71771308893fdd7e4a83ac4389326601d,compra,compra,compra,compra,3,False
jack8yy,1677591772.0,2023,2,SqueezePlays,comments,GME,1,a7e4385587e10bd3e28f0322544cef3a369f458863d8f703afc59fd24d3f9574,venta,venta,neutral,venta,2,False
j7uo8mx,1675955922.0,2023,2,SqueezePlays,comments,FB,1,01e378f2b5af8fd951df99efb3f454b538a91c54ac4b0fa3ff6cc5b1cb909732,neutral,compra,compra,compra,2,False
j9b6rcq,1676913879.0,2023,2,SqueezePlays,comments,TRKA,1,2f33e7e7727368a8782873470402e891744c4d77f1f003fd4e447c32b21920b2,neutral,neutral,neutral,neutral,3,False
j7kbqqp,1675773424.0,2023,2,SqueezePlays,comments,APRN,1,3cac731b448736e259243f652e219fa65faeab8a01fd6ae6b8e925fce720473d,neutral,neutral,neutral,neutral,3,False
j742j5s,1675463810.0,2023,2,SqueezePlays,comments,TRKA,1,596a82f07ce0b5c46aee72b46fe9b65faeedc0c22ff5631e2f5224f022469852,neutral,neutral,neutral,neutral,3,False
180jlme,1700580583.0,2023,11,SqueezePlays,submissions,HUBC,1,109c7aa5e6ba6a2334b039171d3463abe5f36e8083b96a0349889fd489563dbe,neutral,neutral,compra,neutral,2,False
j6x8fls,1675351209.0,2023,2,SqueezePlays,comments,APRN,1,18e3f2dca7e6a910393cd34f8872738c51a7bee548d363496bb7bd67d6a9e15b,compra,compra,compra,compra,3,False
113uuvy,1676565561.0,2023,2,SqueezePlays,submissions,WISH,1,c51038a4f75ad953d3551d02ae3c99e425a32c1736cde49a70df8a0bc9867f71,compra,compra,compra,compra,3,False
j77dn5e,1675531143.0,2023,2,SqueezePlays,comments,GFAI,1,19b188761c256a9be9ed183ae2c2c709151cd54a537e8b4ecbe75de9e4f10e69,compra,neutral,compra,compra,2,False
ja4fe2g,1677440414.0,2023,2,SqueezePlays,comments,TRKA,1,41f150932df3bd3c18bdf144599b53e6a7182487e7e48d26eb2e3a598c2bcd79,compra,compra,compra,compra,3,False
j6uf5er,1675293827.0,2023,2,SqueezePlays,comments,MARA,1,f842aa03c26f3795b35d7e5e0641a74b7cbb03bcfea906348b352c39e4230a93,compra,compra,compra,compra,3,False
j70bzia,1675396076.0,2023,2,SqueezePlays,comments,PROG,1,ece605b82de6b96212f3cae7c4420b71f049ac448479461e0b3301ba5a19448b,venta,neutral,venta,venta,2,False
j81lcpl,1676070872.0,2023,2,SqueezePlays,comments,NVOS,2,275c39b54baf9d2c86d5bfbd88d20bfb6fbd048de9cf2e28d1a279ccce04a409,neutral,neutral,neutral,neutral,3,False
k7d7hd1,1698847680.0,2023,11,SqueezePlays,comments,PIXY,1,285076700fbe45b069a5f8c9005d9ecce41c30494028d425506c71f26febe223,venta,venta,venta,venta,3,False
j6yzy5t,1675375005.0,2023,2,SqueezePlays,comments,PROG,1,1fbf4a2abb73eb2ccbe9f7a67d94c4b586ad9a57e90be022c2a3a27c70dee9fe,neutral,neutral,neutral,neutral,3,False
11atnt2,1677251519.0,2023,2,SqueezePlays,submissions,TRKA,1,1d27b95b9cd8113c9b767d4124026bf2dbebc8c8f52eb184a7c5aa3582f46a8b,compra,compra,compra,compra,3,False
119o9py,1677126110.0,2023,2,SqueezePlays,submissions,CVNA,2,3b407205ee30ed3dc15dcdf7bd2952b9562ba64effc8ea44c9edb4f41b894635,compra,neutral,compra,compra,2,False
j6slhkj,1675269258.0,2023,2,SqueezePlays,comments,EXPR,2,ddf71bde2a89edbc908efcbb394442fb37d3094b0496f7c3eaab3311dc756ad4,compra,venta,neutral,neutral,1,True
j9nu844,1677140937.0,2023,2,SqueezePlays,comments,RAD,1,02ee83a84f03256c1478fbbf531eaf59a5702f7812d663a93964e8b6121c1f00,compra,compra,compra,compra,3,False
17lh9ht,1698859353.0,2023,11,SqueezePlays,submissions,OTLY,1,aaabfab1bf656f167faabf0e917a4e7a4c0e1f85ba023579aa1b050b46ce3ef3,compra,compra,compra,compra,3,False
k8fs0eh,1699491281.0,2023,11,SqueezePlays,comments,CVX,1,a877ef101425866796402fcebe203a1489e9cbca54128dc896115b1966f55df3,compra,compra,compra,compra,3,False
10ru0g2,1675355407.0,2023,2,StockMarket,submissions,JWN,1,e38ca84c47c15a362cc2c96ca4be8b415771930e487f50afe46af5fde80c00c9,compra,neutral,compra,compra,2,False
10raenl,1675295549.0,2023,2,StockMarket,submissions,ZIM,1,a902f68673806e301e5f2571c6309c2dda48235e8d83609cd453736882d5100b,neutral,neutral,neutral,neutral,3,False
10x7lxm,1675882933.0,2023,2,StockMarket,submissions,NNDM,1,25d9e02a76c2243a09a7a5c47333ec7276f407c0b0d8d0ed8b7091e035aa8d68,neutral,neutral,neutral,neutral,3,False
17l66w4,1698821247.0,2023,11,StockMarket,submissions,MT,1,f84b7f34993017d74e86dc8f68326e3d62fc27fce9fe1a6dce9d7209b813fcf5,neutral,neutral,neutral,neutral,3,False
k8g7248,1699497400.0,2023,11,StockMarket,comments,LLY,1,c50ab2cb8bbf60a558c40fcea33c6cf9bb62b488b193232d11b24d80a1df0b28,compra,neutral,compra,compra,2,False
k7mzude,1699012388.0,2023,11,StockMarket,comments,VS,1,f270d1c67f7538fdf818f8301951b13797dabd33618288ed9106a1290e6eb209,neutral,neutral,venta,neutral,2,False
j6yr5kg,1675371734.0,2023,2,StockMarket,comments,GME,1,9802eef39b75b59c2756b859e6b589838a819af5026da27f02cfe192e9f38ce3,compra,compra,compra,compra,3,False
k87a09e,1699357917.0,2023,11,StockMarket,comments,NVDA,1,b1ef20cdd1d59aa1bda3e6ff09d7f9f042710d9e56aaed87cf3b31fe7a85a03d,neutral,compra,neutral,neutral,2,False
17uj22p,1699904908.0,2023,11,StockMarket,submissions,AMD,2,e8df10a00704147168738fc06e8430227826f2b56efe4aed857632a2e0e9a506,compra,compra,compra,compra,3,False
k8adcc6,1699401389.0,2023,11,StockMarket,comments,AAPL,3,8dce5b05ca3adcefc685898086525c222b117ea249507f75b96df1f62cee86ba,compra,neutral,compra,compra,2,False
17rega7,1699540931.0,2023,11,StockMarket,submissions,ARM,4,13f460153306ecd1d856bba540c43e2981c84d6dc370eeba5ed36a80fe2247cc,neutral,neutral,neutral,neutral,3,False
113idr2,1676523277.0,2023,2,StockMarket,submissions,TOST,1,6e820367a14b242c64d435fe5b4d432a95224265bbb3fce479d35a87cb3f809b,neutral,compra,compra,compra,2,False
j7212g2,1675435488.0,2023,2,StockMarket,comments,TSLA,1,881dfaafe93c600055e44fe24169e9712f7eb81129f4f765451af74f14f8443a,neutral,neutral,neutral,neutral,3,False
j72ss1d,1675446199.0,2023,2,StockMarket,comments,AMD,1,9f224f2fcfccd292b75526046acbf61d5e3f828483e578607b8fff952e7abe02,compra,compra,compra,compra,3,False
10y3thu,1675971181.0,2023,2,StockMarket,submissions,TSLA,1,9b3e72639ede1f946786623855fb977fece1747ed9599fdf02fe2f3dd067165e,neutral,neutral,neutral,neutral,3,False
17lg0wy,1698856124.0,2023,11,StockMarket,submissions,AMZN,1,13aebb057d51711f7c4024d26d3987bcb79bd3efa5f4bfe845f7ce53ce6809c9,neutral,neutral,neutral,neutral,3,False
17rg6vt,1699545652.0,2023,11,StockMarket,submissions,AMC,1,ec73d2ea5e520d3d73404a6935db10256157968cc944547b62f723a3d4580635,neutral,venta,venta,venta,2,False
112erv9,1676405236.0,2023,2,StockMarket,submissions,MS,1,d481c2a9a823035709ecd4fab0033e8f17c45272e6d95e58c951169add121339,neutral,neutral,neutral,neutral,3,False
17sj3n7,1699665072.0,2023,11,StockMarket,submissions,IONQ,1,35fcc4d08e250c429224e835eac9e1cf0204967f1aa6860e723bcf8645c4250f,neutral,neutral,compra,neutral,2,False
17rjdtp,1699554103.0,2023,11,StockMarket,submissions,HSBC,2,2eb57f0cfbab565dc050505a64be1c153941a0db8ad88c89f63c5ed4fc417cac,neutral,venta,venta,venta,2,False
j6uhbwl,1675294734.0,2023,2,StockMarket,comments,OPEN,1,3b00baf1a598ed6fcaba9149fa1ea7c59d1b0f867f0f4c41d6f7a285653dddfd,compra,compra,compra,compra,3,False
10vkv6m,1675723930.0,2023,2,StockMarket,submissions,BBBY,1,fd9dd00c7278feae561e2dd39dad8b4beecbaf5a109fa7e0d0b7b37db9faf684,neutral,neutral,neutral,neutral,3,False
10qrvl0,1675251630.0,2023,2,StockMarket,submissions,MULN,1,9609cb3b50aea14352ab9cf270dfe0e96bdaa7f4c5b6d453921fc215b75349b4,compra,compra,compra,compra,3,False
k7ixslg,1698942393.0,2023,11,StockMarket,comments,WE,1,683832bfd0becb613a822a9ddf8676e21864de45594237b1312865d3ee8b1e7f,compra,compra,compra,compra,3,False
k7fnaak,1698880587.0,2023,11,StockMarket,comments,OCC,1,cd7291fb54c8592898f531a1395e5276c3f13079ed722cac4521c8ebef575a8f,compra,venta,venta,venta,2,False
k8jurch,1699562091.0,2023,11,StockMarket,comments,HSBC,1,2e021ce7013d21736daa6ae457f20cbb0a14e7ba62d1410cb3b7e6fb183ee8f9,compra,compra,compra,compra,3,False
17lfyju,1698855953.0,2023,11,StockMarket,submissions,AMZN,1,dcbdf8c791b8b8ec5ba652ea84edc3f6de4d4eade8d090da4458c7d3dedf0091,neutral,neutral,neutral,neutral,3,False
181m9m4,1700693615.0,2023,11,StockMarket,submissions,MULN,1,d920f10b07f99fa568140b2ac5caf14568e78c1cc6733ec1faafaff60ff4a290,neutral,neutral,neutral,neutral,3,False
j6wai6i,1675331520.0,2023,2,StockMarket,comments,OTLY,2,59987d079ff5fe62736dc21e623f3d15f7fe081803d6fcc1af99bd6d260f812e,compra,neutral,compra,compra,2,False
1112eig,1676273290.0,2023,2,StockMarket,submissions,GREE,1,baf3ecf6df45e05a0e3e79bad4b827d1e3cddca238af152e0e0b17bba7aab2fe,neutral,neutral,neutral,neutral,3,False
10r7plt,1675289114.0,2023,2,StockMarket,submissions,META,2,8da40c81efc65c3e7fa960bea40ae1e7ee51a044ea0d94234d61db66441df38f,neutral,neutral,neutral,neutral,3,False
k7x8x76,1699190639.0,2023,11,StockMarket,comments,AMC,1,b5547b61795b9bb472b2423706b9c1dd74c8bc088120cfba493cbb414a9f1352,neutral,neutral,neutral,neutral,3,False
17tg6l6,1699778781.0,2023,11,StockMarket,submissions,CYN,1,1535fab38b6d77ead3be3b865df64b1e5e164cdab83017c513204cee958595e4,neutral,neutral,neutral,neutral,3,False
k7fomvq,1698881138.0,2023,11,StockMarket,comments,AMD,1,54328141d83172273716b64e4b19ba5982a696cab44edf3936c2c96e9f643d89,compra,compra,compra,compra,3,False
k8asppe,1699407738.0,2023,11,StockMarket,comments,RKLB,1,831c95bf3539303a75eac57ce8a045c0bdb3361fb4c55d8bfa9f2de255b5bb61,compra,compra,compra,compra,3,False
k7ehhe5,1698864892.0,2023,11,StockMarket,comments,LCID,1,c57da04bd992413a0f8c22b3e7554e7c49c99e1c4181e0c9cf4123ecf3aec288,neutral,neutral,neutral,neutral,3,False
j6q65n2,1675219120.0,2023,2,StockMarket,comments,MLM,1,44e675369fdc22fa9abbce064f650b080d5b09c6b175562ff1ed24ebcf29eda9,neutral,neutral,neutral,neutral,3,False
10wwnwr,1675862830.0,2023,2,StockMarket,submissions,MARA,1,1ff463670289d8a51eea86c92910dac1f8d391882db83411912ff8ce331e1e2b,compra,compra,compra,compra,3,False
k7v55s9,1699144720.0,2023,11,StockMarket,comments,BRK,1,a4f49f82d354114b6cd4603bafefb1955a83b67bfe2e31fb2b13a467360debcb,compra,venta,neutral,neutral,1,True
10yme7h,1676020960.0,2023,2,StockMarket,submissions,FOX,1,9455c8a3c02367c76f7a9dd362fc231da42ec6bfea4771bb0231612c25741978,neutral,neutral,neutral,neutral,3,False
10r77oy,1675287969.0,2023,2,StockMarket,submissions,CVNA,1,c0304e01875c0d965f7916267226b388bec8e5525a637b9dd8646c14139989ce,compra,compra,compra,compra,3,False
17re2li,1699539892.0,2023,11,StockMarket,submissions,AMC,1,d57fef613c05d3a85762b37ef50ec7f945e7ebc5ccbea296d230ec8740ea2912,compra,compra,compra,compra,3,False
j6zayh3,1675379401.0,2023,2,StockMarket,comments,RKLB,1,9f067f5ab375784fdd1b2660f3d9736b3d7f35315257576ff109d1d56880ff12,neutral,neutral,neutral,neutral,3,False
k8iyc8z,1699550541.0,2023,11,StockMarket,comments,CBD,1,bce263609eb6366646c3365de6baa09a4c62dda66132d06169a977ee96052b60,compra,compra,compra,compra,3,False
k7uzanp,1699142346.0,2023,11,StockMarket,comments,DIS,1,1999deb932fc9ea06d92790d97679e54742e9433c5ec3d33a2185a4bb6c3d206,neutral,neutral,neutral,neutral,3,False
10rqh0h,1675346374.0,2023,2,StockMarket,submissions,AMZN,1,dc25b8cd548ca9dd062414c2a15e80ac0185e29ae675b13eca7fe54b4da6b740,neutral,neutral,neutral,neutral,3,False
10whqgn,1675815154.0,2023,2,StockMarket,submissions,BBBY,1,a8955afcdc378178d273449e9adc565fd5a9113c25652644ad375689deb0f0fe,compra,compra,compra,compra,3,False
17vvgch,1700060412.0,2023,11,StockMarket,submissions,BIDU,2,0fb33095840eafade1f958dfa8ea4f04cd0bb92235da116a112676de5d7327cf,neutral,neutral,neutral,neutral,3,False
10y4z4w,1675973846.0,2023,2,StockMarket,submissions,TSLA,1,0daf55a9392974ca1d943562442f1b0bd118d568bf8b9f79132b04ceab64de40,neutral,venta,neutral,neutral,2,False
10w19t3,1675774946.0,2023,2,StockMarket,submissions,META,1,9317519d99bb19471d305bc041bbae6dbccfecdca644a7f74554176547c61924,venta,neutral,venta,venta,2,False
10rhi6m,1675314558.0,2023,2,StockMarket,submissions,RIOT,1,2c757be4ba016cbbf8887824de92bad8a119221640e429fe10871b877728dd4b,neutral,neutral,neutral,neutral,3,False
k88xcvu,1699382163.0,2023,11,StockMarket,comments,NIO,1,712ed2a975688f5ded90ef41c46c49d6b46671a5d7e138209380253864cbd96b,compra,compra,compra,compra,3,False
j6tqua5,1675284443.0,2023,2,StockMarket,comments,UPS,1,0badd1b75af10c77695cc0f92d9f07a06e83c7417b6496a1fbc35a00129cd8f9,neutral,neutral,neutral,neutral,3,False
10yhdzi,1676007389.0,2023,2,StockMarket,submissions,CS,2,4e72f8f0e7020cba393d9cd209fe372c25fb0dafae2d6912424260ef76ebc549,neutral,neutral,neutral,neutral,3,False
j6x9vdg,1675351777.0,2023,2,StockMarket,comments,TSLA,1,0cb34b6a6940c056582f18e1ba0942300b1bda1379bb6531aa6cd78064ab62c4,neutral,venta,venta,venta,2,False
10uwu5w,1675655513.0,2023,2,StockMarket,submissions,TOST,1,1c458368d1f3c6012b1ada8d24b35ca42ce1653b76119fde0004824d3b738ecd,neutral,neutral,neutral,neutral,3,False
10yj8cf,1676014171.0,2023,2,StockMarket,submissions,BIGC,1,281fe6461a24086a1a8dcf5597c04b6f03891e236b43cb364ad6c2a046e6c5b9,neutral,neutral,compra,neutral,2,False
17vkc3m,1700018291.0,2023,11,StockMarket,submissions,NVDA,1,fac0af818a15f8cc863e328ab5a462a232349e690ad59394a0b223b4b8b7a99a,compra,compra,compra,compra,3,False
1129n4k,1676392363.0,2023,2,StockMarket,submissions,TSLA,1,c6146d430be12559933f78b3f0c0547b3f01000f17371413a3609df13745ad5a,neutral,neutral,neutral,neutral,3,False
j74o8t5,1675473304.0,2023,2,StockMarket,comments,AAPL,3,cfb9b8b58586d5d1b1619e9b573d99ca7eb21e2573720e8d59890b73cae05f3f,neutral,neutral,compra,neutral,2,False
k7i0nbg,1698929514.0,2023,11,StockMarket,comments,NBA,1,8590521a1781e6914a512d9c0d375577594c64c8fdf1219bb880656f616336f0,neutral,neutral,neutral,neutral,3,False
j6pvd2a,1675214395.0,2023,2,StockMarket,comments,AMD,2,54405d12752359735b71c70cf639900460644abb657b1f4c619b769b04c4e175,compra,compra,compra,compra,3,False
10tu1c3,1675551677.0,2023,2,StockMarket,submissions,MS,1,cdb3b63558265cb655b85606324828d5ba372c384213c6dcb4f2ae429ea7036a,neutral,neutral,neutral,neutral,3,False
10wok56,1675834619.0,2023,2,StockMarket,submissions,BIGC,1,31d2453d1860c44c67e92c5a44698fef83f69a6b72d53092f6f8097a167f056d,neutral,venta,venta,venta,2,False
17niups,1699093938.0,2023,11,StockMarket,submissions,PLTR,1,bd35a8f52c9f3f3260c51df6f5ef7180577784812358eb739dbc55bd71f3ffba,neutral,compra,compra,compra,2,False
k7ury77,1699139324.0,2023,11,StockMarket,comments,TSLA,1,c4d45bea75ea9d3dcb7ec2e175cf5572f9e13ae6c4cb772e2e61f95d1150bdb3,compra,compra,compra,compra,3,False
j72srea,1675446192.0,2023,2,StockMarket,comments,META,1,b05f421c98d09016d9ee71405354751534b3619c74901848135685638a5b0d85,venta,venta,venta,venta,3,False
j72ea3m,1675440711.0,2023,2,StockMarket,comments,APP,1,c6d4dfe5c8af0fbb16cf1e63b7bc4e221c906e311ba796a5abd86b29d9fd691f,neutral,neutral,neutral,neutral,3,False
17oe8c7,1699197888.0,2023,11,StockMarket,submissions,NYC,1,6022a8f7180d9bd7ff7f7acc264b908a36ca9997b3cd6d6098f05d3a72f9d815,neutral,neutral,neutral,neutral,3,False
17s0mcm,1699609582.0,2023,11,StockMarket,submissions,RIOT,1,96583f8bbbd0e2d5327260518f289e50dc721f39bebc87972be7be4bb1a32164,compra,compra,compra,compra,3,False
17o64y5,1699166369.0,2023,11,StockMarket,submissions,COIN,1,a739b78a22d8704ace5f254b5cb559148e7f524f4970e995643a0ada17a16fbe,neutral,neutral,neutral,neutral,3,False
1856o2k,1701101865.0,2023,11,StockMarket,submissions,DKNG,1,400a1db47e163d5b26f92df042204a855c2ab692fa25a68f3116cfa8d3a631e0,venta,venta,venta,venta,3,False
182u28k,1700838256.0,2023,11,StockMarket,submissions,APP,1,b7094bb06a32bb5e8bd2c172df71f95201d855e356fffe37b0b6ecc7be475e2f,neutral,neutral,neutral,neutral,3,False
k84wews,1699310892.0,2023,11,StockMarket,comments,MSFT,1,3e51cc317b432fcf1445662d386fe8ec19c7e6b2faf622dbd73b77b82020c450,compra,venta,compra,compra,2,False
j6tksz5,1675282221.0,2023,2,StockMarket,comments,CPA,1,82d8ea48c527efc65c871192553db2383191cffc948e4c7da168b973fc9fdadd,neutral,neutral,neutral,neutral,3,False
k88iq6u,1699376976.0,2023,11,StockMarket,comments,DIDI,1,fc4163719ff7e609778b041a0eb3a035b0ff3350a19a1e1b11181211d9bfd7c1,neutral,neutral,neutral,neutral,3,False
10r00ms,1675271488.0,2023,2,StockMarket,submissions,WISH,1,be2e069c2b665af42404340997f4fc2bd1233a9f031666fdaad650b920a202a1,compra,compra,compra,compra,3,False
j75ywo1,1675502024.0,2023,2,StockMarket,comments,ATNM,1,e5d497270b7efb0abc1af257fed50248f87f8244900d01a7b5984649f1b83d02,compra,compra,compra,compra,3,False
j6z426s,1675376619.0,2023,2,StockMarket,comments,VERY,1,34c9887043d581f19a3842a4ab301e32b3b5563425b9959c73c515230f778ec4,neutral,neutral,neutral,neutral,3,False
j78645t,1675542856.0,2023,2,StockMarket,comments,ATVI,6,3b5858c0d83c74b54556d8bc5b188b1a24116c1c075055d73dce97061a920e65,neutral,neutral,neutral,neutral,3,False
k7gvk1e,1698900313.0,2023,11,StockMarket,comments,NVDA,1,577507d6cd17888ae916ddff7757ee941b0003b572fd5ffc0bcdee63c8b76146,neutral,neutral,neutral,neutral,3,False
10y8g03,1675982054.0,2023,2,StockMarket,submissions,BBBY,1,5e3744eb49ad3c894606f173fac6e782419a51828262611c39f189f31a84d972,venta,venta,neutral,venta,2,False
k7g8oeq,1698889245.0,2023,11,StockMarket,comments,GME,2,9c19884a40cc5742403613a002555ed43319c9d3e9722e5e4535176e15d1774d,neutral,venta,compra,compra,1,True
17s8uuv,1699636741.0,2023,11,StockMarket,submissions,MSFT,1,b6a8d4bd885b97dc76e23a135a49759e5d2a57d3f899d234bdc6e1078d1e80ff,compra,compra,compra,compra,3,False
