id,created_utc,anio,mes,sub,tipo,ticker,n_tickers,sha256_texto,reglas_v2,deepseek,mistral,claude,kimi,etiqueta_consenso,votos,etiqueta_final,fuente_etiqueta,pred_v1,pred_v2b
11fnbaa,1677716935.0,2023,3,wallstreetbets,submissions,TSLA,1,3b3f68947cee9977d765803430a7caee1860073aff023ffea21cb5b853cb246e,neutral,neutral,neutral,neutral,compra,neutral,3.0,neutral,mayoria_3de4,venta,neutral
11zmpt4,1679583029.0,2023,3,stocks,submissions,META,1,92d19dbe850e2567be58d8257d6760237016684ead25064bc32874232f58ee6d,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
j6u3fjl,1675289114.0,2023,2,stocks,comments,META,1,396c9b219d419841258e6a413e06d84495410b9e91044962ff455425e0da6d3a,neutral,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
10r33yu,1675278594.0,2023,2,wallstreetbets,submissions,AAPL,1,d8ec93f66f5f35f4a6ba15c18c6e63db03534695ddbcf003ccbee1c836159101,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
jakl76o,1677723713.0,2023,3,stocks,comments,PLTR,1,798cee53cb6f01056c0297207589a688672a49b484f07e6c246e79d9ca2a176f,neutral,venta,neutral,venta,venta,venta,3.0,venta,mayoria_3de4,venta,compra
j6q7ebi,1675219664.0,2023,2,wallstreetbets,comments,INTC,1,a1d2c920462d08681d31e343e9898d6a450178cfca52b757c9f02bd8377229f5,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
jafa7jg,1677631095.0,2023,3,wallstreetbets,comments,GME,1,1b3edbf80ef4dceed40bfe4cdfb5cc56c67d0013da450e96437701181856c5ad,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
jaisgzg,1677697609.0,2023,3,stocks,comments,AAPL,4,55dceccec72ad749b95c7cf4b2415907a271977825f3e5112e02229b53f3944e,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
11s6okr,1678908747.0,2023,3,stocks,submissions,AMC,2,20b87b068e9b4c64524426021e80a6a2fcb3f916642ed34b4f887d18e0bee674,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
10rxgur,1675363812.0,2023,2,wallstreetbets,submissions,AAPL,1,bfd675966297375885f1794c95863eb63c6d6ba7a30be43504b4483b0d401bb5,neutral,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,neutral
j6q62db,1675219080.0,2023,2,stocks,comments,AMD,1,54a2b3ef058e2395e7088c35dc27fc6ac0b56694565237a73a9f5ab6c3100f05,neutral,neutral,compra,compra,venta,compra,2.0,venta,pedro_adjudicacion,compra,compra
11k4255,1678121416.0,2023,3,wallstreetbets,submissions,GME,1,7801d78a910f5134b9a7eb541354cbee4e871d4d9d25814b85255adc7599c26c,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
11soe8p,1678956270.0,2023,3,stocks,submissions,AMD,1,81de739f8c44f8f69b732c843dcfbc2d7600f2dfd3e7907c2f33567896b83db1,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
jain7td,1677695628.0,2023,3,stocks,comments,BBBY,1,7c24c27198ea11e882674e2ae7a1aff570024c1fff4d75004a38f075f52ba766,neutral,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,compra,venta
10rsom9,1675352171.0,2023,2,wallstreetbets,submissions,MVIS,1,cb8a84c1fee4207ac0a5febb224adb53e69d1b34bd2687c97030068bd6e40a4a,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
j6tfzv8,1675280470.0,2023,2,stocks,comments,BA,1,d396440f47846f6868adfeb52e5fb6f098f976b61a355678f5cea8ed6d6d96af,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
11hr5ez,1677909158.0,2023,3,wallstreetbets,submissions,ASTS,1,b5882f39fe426e690eeaa877b8d2363abea319f402d4fdcd5cf13218e7a02938,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
j6q6zoo,1675219488.0,2023,2,wallstreetbets,comments,AAPL,3,223912927304c038e15d36bddeec770fb136b8e7a323e139335337a30219f9b4,neutral,compra,compra,compra,venta,compra,3.0,compra,mayoria_3de4,compra,neutral
jakpj9q,1677725629.0,2023,3,stocks,comments,AMD,1,78f6988543d509b16929bd9c4fa836e13fead0b0269c6d22b3b39c8a239eb376,neutral,compra,compra,compra,neutral,compra,3.0,compra,mayoria_3de4,venta,compra
jafl0ji,1677635997.0,2023,3,wallstreetbets,comments,SPCE,1,bae62e24954d6be415dc8235fe02e631755e30e29ecc8395af7a411697a4321a,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
11got07,1677810945.0,2023,3,wallstreetbets,submissions,BBBY,1,51d908f0898bdd244510f180fdd568124442364c3de2499b8e1d5795b7ce7c32,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
10rv8b3,1675358336.0,2023,2,wallstreetbets,submissions,BABA,1,4893f00e9b9b2307bf886aac56c29edc0f44d03e2b812eb5f6d6b5fc9e81be22,neutral,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
1256mgd,1680047190.0,2023,3,stocks,submissions,AMC,1,040dc656c91c602fb166e77479e26b125d156746696124aeacdbd3ab116298a0,neutral,compra,compra,compra,neutral,compra,3.0,compra,mayoria_3de4,compra,compra
11f7wb6,1677687493.0,2023,3,wallstreetbets,submissions,NVDA,1,b95c51168586ab2fe0bde7b76921634523266d53cf15c6058610aa48b478aeb6,neutral,neutral,neutral,compra,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
11n32w4,1678394330.0,2023,3,stocks,submissions,MSFT,1,d7f32f37e1c94cf31caf3e2a0488c139f72af435c181cba1196d369757245f74,neutral,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
j6q1vle,1675217251.0,2023,2,wallstreetbets,comments,TSLA,1,c8fc5c68e6ed45ecf65682679a58a8718cf859ef87f82da2f30e20831146c6d8,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,neutral
jaksp6w,1677727090.0,2023,3,stocks,comments,PLTR,1,93f986dfd0612406a529c14c728bf9707fb6f01f1a9109c02e80f245f2240b9e,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
11ay0hm,1677262586.0,2023,2,stocks,submissions,NIO,1,871606ab77f82e8289830cbea2bfd654ea9a0b5bd7899273606f89485d69fb2f,neutral,compra,neutral,compra,compra,compra,3.0,compra,mayoria_3de4,compra,compra
10rvaal,1675358473.0,2023,2,wallstreetbets,submissions,AMC,1,0f6d4372ed7b75c6c0483f9d08f786ea931613ba6e809d820afdebd22df5351e,neutral,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
118j8uh,1677023925.0,2023,2,stocks,submissions,AMC,1,2724e28c419ce8be80278550665d4bf7b0e1fca72aa1ff5eac768d461ea9bea2,neutral,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
j6pmcbd,1675210533.0,2023,2,wallstreetbets,comments,TSLA,1,f8ffc3d5d8ee339011eeb058b980c4a9a416ea35e470a2c436310d2813ff056b,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
jagsajt,1677662078.0,2023,3,stocks,comments,BBBY,1,f1a6a992779e0429892a2bc224cdca0600f5a9ce2f805cb6ff452bd1b6431c0a,venta,venta,venta,neutral,venta,venta,3.0,venta,mayoria_3de4,venta,venta
11k1sx4,1678116365.0,2023,3,stocks,submissions,NVDA,1,1aeab4771c0ca38851e9972bf37463409f6b7e3478cbeb86a8f494e320c3db79,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
j6pmf02,1675210564.0,2023,2,wallstreetbets,comments,TSLA,1,28ff306c197fadb6312ee985a284b7631bca6301fc096476f41c6df5f9e7a364,venta,venta,neutral,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,venta,venta
jafa537,1677631065.0,2023,3,wallstreetbets,comments,NVDA,1,dbf947882920dfbda882e1f11bfd775edc467319d74d8f6ed5e9bea45b6e73fa,venta,compra,neutral,venta,neutral,neutral,2.0,compra,pedro_adjudicacion,venta,neutral
j6ulpg4,1675296582.0,2023,2,stocks,comments,META,1,3b8b2e79bba2dd14de0b720f0f1241af501338029cd4bdf237d642b73c63667d,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,neutral
10qlbok,1675228398.0,2023,2,wallstreetbets,submissions,AMC,1,7e82fb17bf1ae58e90289bb15cebbed02700ec965f410d83f7db9d10b3ea0323,venta,neutral,neutral,compra,compra,neutral,2.0,compra,pedro_adjudicacion,neutral,neutral
j6ttr32,1675285509.0,2023,2,stocks,comments,AAPL,2,41f1762fdc9fa375b4bd0d18947211a97bfccf7cd9646cf797883cc26a740fd8,venta,neutral,venta,neutral,compra,neutral,2.0,compra,pedro_adjudicacion,venta,venta
j6qfes8,1675223377.0,2023,2,wallstreetbets,comments,BBBY,1,9b26562c821a6ba11ebcee7131ddc854560cf2eb8687de9f3ce5fd91882578ee,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,venta,neutral
jafopvk,1677637659.0,2023,3,wallstreetbets,comments,NVDA,1,4ccaad194da07674a412b5e115d853c2db2965069c35b03253c020f4299cacb3,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
j6q3qwc,1675218073.0,2023,2,wallstreetbets,comments,TSLA,1,1a81056c237670ac022e13adf73f04fb85071e9cb551b5094b4e84ba2e00025c,venta,venta,venta,neutral,compra,venta,2.0,compra,pedro_adjudicacion,venta,venta
jagqq8j,1677660750.0,2023,3,stocks,comments,TSLA,1,b302f6ad3e394412c71ac1f2db51d2b515ee211cbd2131ec1dd35a924caed137,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,neutral,compra
jal3xep,1677732912.0,2023,3,stocks,comments,TSLA,1,ec53bc08efed2745645695268782d024fc62012b168e76c1bfc908fd5fee7ed6,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
11mh1qu,1678331524.0,2023,3,stocks,submissions,MSFT,1,1238702a12a4c3f417e1c1825fb334d1f4946d67d3b16e5c0992132e3eea80f7,venta,neutral,venta,venta,venta,venta,3.0,venta,mayoria_3de4,venta,venta
jak3vvo,1677716073.0,2023,3,stocks,comments,BABA,1,0a42b7390190d69b3e9822dce68c8d2fa026563a9a8646de2957228bc048459e,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,venta,venta
11394ar,1676496687.0,2023,2,stocks,submissions,NVDA,1,09e5f111bcb8597dd44e9a31f97645fa7920669b8f34218aa5fcb79ec6c60e94,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,compra
jakovbp,1677725333.0,2023,3,stocks,comments,CLF,3,d4eefdade48f411ed848507ca9a9d5c216919615ea9de188015f08383e66ebfb,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
j6pmdwn,1675210551.0,2023,2,stocks,comments,AMD,1,a6e7feebf37bd9b4d1bb5d86880012f1506944de725c842849f54375284ee347,venta,venta,neutral,venta,venta,venta,3.0,venta,mayoria_3de4,compra,compra
11aco4n,1677196145.0,2023,2,stocks,submissions,AMD,4,078c2b18b847d9fa747a41e2ff00fdff189371506ca9f02be9a1ca5834c560cf,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
11eqb7b,1677634056.0,2023,3,wallstreetbets,submissions,AMC,1,b451dec05dbf01bb43eb2fca55b0bcd628088cf21d03749b621297d030206aac,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
j6q79pg,1675219608.0,2023,2,wallstreetbets,comments,TSLA,1,a9fd99afb2aaf725fa723c4f0a5c4c5ee4d459954fb3b78ba5332eae43bfe958,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
jafb6bj,1677631523.0,2023,3,wallstreetbets,comments,NVDA,1,1a4ec952bc9823f42ce874f052ce3a1886b4faadd4f0f5311cebc72fbdb34be2,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
jafrekx,1677638867.0,2023,3,stocks,comments,NVDA,1,02797a2c8f02b7f163af41d86661fad14ce21d63f496cf606db84a489be7147f,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
jaf58sa,1677628892.0,2023,3,wallstreetbets,comments,COIN,1,b1dbe21aae4aeb8b95ae09ebabb4ddf8d8e43e18328d70d8af0e9dc39d7e6430,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
10ska5q,1675430815.0,2023,2,stocks,submissions,GME,1,04152ca9e1a6ec99b42d2d3a79dea08b04c2898d166453b18437d47c951f6613,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,compra,neutral
10r4npz,1675282131.0,2023,2,wallstreetbets,submissions,NFLX,1,39df94ac494353aaee62b743cb33335bdd03237fcf5271ef345de872eb50a474,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
jaf5l58,1677629046.0,2023,3,wallstreetbets,comments,NVDA,1,f4933b9a1ddbe0940d838d36c1c24d621c27fa21fda9b1cbe15d061dd70e9cb1,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
10sq3hn,1675445691.0,2023,2,stocks,submissions,AAPL,1,01932e6a8b898576753c6108de0ebc44974048d3890929d88416ca7b33705a03,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
j6q8yoe,1675220355.0,2023,2,stocks,comments,AMD,1,fd550f1ef6c6704fe80f66e418de7cc6b2d98dd0baddf34efcc2dfc8aeda7baa,venta,neutral,neutral,neutral,compra,neutral,3.0,neutral,mayoria_3de4,venta,venta
jaf6vaw,1677629614.0,2023,3,wallstreetbets,comments,NVDA,1,41ab331cc8062e8ec6c6d99d06f2c95b1f06a37c06d09a73302ea3740eebb92a,venta,compra,venta,venta,venta,venta,3.0,venta,mayoria_3de4,venta,venta
j6ppb7h,1675211780.0,2023,2,stocks,comments,AMD,2,02b18694adda5c3dc72346ad7f2cc3a471c2e7c1873dbe6f9d468318ae655d74,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
10rjxt3,1675322805.0,2023,2,wallstreetbets,submissions,NFLX,1,833e4b4c657eb4b96bab9e478f567f12004797dd21ba4c97824ddec5c42132fe,venta,neutral,venta,venta,venta,venta,3.0,venta,mayoria_3de4,venta,neutral
116n07w,1676838363.0,2023,2,stocks,submissions,AMZN,1,c94f2de1bcba49b242703eb0b335908f9ea0e256dd1d5bbc3f3f8ab6e59bdde5,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
11orvtm,1678560898.0,2023,3,stocks,submissions,AMC,1,519ce6b1a7e963ae6196f00476dd1a24559894887802e66910241149c36ca517,venta,compra,neutral,compra,compra,compra,3.0,compra,mayoria_3de4,compra,compra
10rc8zz,1675300114.0,2023,2,wallstreetbets,submissions,TSLA,1,ccc92fc2f578084cb6cd96d309e628ffa8714986dd0a2cc825c369c6aca3a696,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
jalsics,1677751180.0,2023,3,stocks,comments,TSLA,1,b707b5b744035fbe53d19998a45feba7c9f18b3e088d5e7958fc8b37964fb973,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
10r3tir,1675280221.0,2023,2,wallstreetbets,submissions,NFLX,1,39df94ac494353aaee62b743cb33335bdd03237fcf5271ef345de872eb50a474,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
jafs3px,1677639184.0,2023,3,wallstreetbets,comments,NVDA,1,4d475038297107e5300904c3764ebd92985acf6fb7985cd2117da2054f6ff57c,venta,neutral,neutral,compra,compra,neutral,2.0,compra,pedro_adjudicacion,venta,venta
jahc0rq,1677676350.0,2023,3,stocks,comments,AMZN,1,10e3c389840a32eb94647659b4089ca0b374ba8436147cb4741ce29fb6418401,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
j6q9wxu,1675220780.0,2023,2,wallstreetbets,comments,TSLA,1,06465e18687d3d0a4de0012e77cd23178c1b8676205f3f8cae2991583c879230,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
j6sufjk,1675272569.0,2023,2,stocks,comments,AMD,1,6a6d66144fc1c335528c009c64be8790bcc47461886653f929c9a18f8291bc4e,venta,venta,venta,venta,compra,venta,3.0,venta,mayoria_3de4,venta,venta
1gh6m5j,1730471052.0,2024,11,wallstreetbets,submissions,SMCI,1,0b8413ad4801648f70e9201f9b07080acd7337dbcd45025a3bcacd1298e3c36b,compra,neutral,compra,compra,compra,compra,3.0,compra,mayoria_3de4,neutral,neutral
1ghiud7,1730503251.0,2024,11,wallstreetbets,submissions,SMCI,1,86f34bf01d6efd313ab5cde4a65c3c747d824d2aa0921cf06dba9c4dfc9fc011,compra,neutral,neutral,venta,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
1f8plyr,1725444820.0,2024,9,wallstreetbets,submissions,WMT,1,7ce5cc5c206638d35d2c1ac3e43b98c847480a8a352b7029ddfd55329b68ba86,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
lusgcvq,1730423712.0,2024,11,wallstreetbets,comments,INTC,1,c0a167637f95f9f1c6b1b707c26a80ba1c6454cdfcf9a01c021de988f1992e2a,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1fc9w5e,1725833757.0,2024,9,stocks,submissions,NVDA,1,fb72eb8f271ee7e3202e503283a87c4f06ec1f78fe726107a6d70724b952283c,compra,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
ll6jos7,1725300486.0,2024,9,stocks,comments,NVDA,1,5535f8e7e8c6e0ed953f49a2703bc86fe20db952f283510a165043cba387a395,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
llczkbz,1725394587.0,2024,9,stocks,comments,RDDT,1,30df6d14deecd3640f81b959470ee14ecb8e32b27c45e9b38c31b31b8d8b3eff,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
luvaiew,1730474169.0,2024,11,stocks,comments,NVDA,2,208c150901f55fcf2deadb2262bd49c160169cec895b7345197dddf494e40999,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1fgqxjc,1726333756.0,2024,9,stocks,submissions,NVDA,1,afc7e705753b1bc5e9ea13798b2f07dda240164b56995e4852b7466ff73f428b,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
lusa664,1730421390.0,2024,11,wallstreetbets,comments,AMZN,1,519544c64ac1d07a3b87d6dbd77314a76745bad32dfdb4088101f20753714145,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1fsvbwh,1727702297.0,2024,9,stocks,submissions,NIO,1,03375cbb5210afb5584d8e59b4ee02957a34fada500e3f5f9d889b7a8032b201,compra,neutral,compra,compra,compra,compra,3.0,compra,mayoria_3de4,compra,compra
1ghf4n8,1730493054.0,2024,11,wallstreetbets,submissions,NVDA,1,4287b407434fc4928dab5495e8eec79d4fa139b93e75db3b4ea8c8d9e11e154e,compra,compra,compra,neutral,neutral,compra,2.0,compra,pedro_adjudicacion,compra,compra
1f9oo12,1725548711.0,2024,9,wallstreetbets,submissions,NIO,1,f103b024826d80fceebb060d0eb73f37b2c9027d2107e954981f3ac8f8067c12,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1f822qi,1725375551.0,2024,9,wallstreetbets,submissions,NVDA,1,c355f3432f45e5f2851fd941af7a1326155eb4a4b6e44b54fc237452df727a34,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,venta
1gi0ci9,1730565047.0,2024,11,wallstreetbets,submissions,SMCI,1,c2e48bf99e3a98a52fcd965190e154a2dd61c3e94138e4b3308e86deee121f45,compra,neutral,compra,compra,neutral,neutral,2.0,compra,pedro_adjudicacion,neutral,neutral
1gmrg9k,1731095722.0,2024,11,stocks,submissions,TSLA,1,b2caf048a9015f8c7565a5eb5214a2fe8203cb96d2742e38c0d4efe9664b5dff,compra,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
1ghnclj,1730517025.0,2024,11,wallstreetbets,submissions,SMCI,1,29368d333b5333f6ad0ceb466176e0ccb15ae3d5a75b114b5b14ada24566157e,compra,compra,compra,compra,venta,compra,3.0,compra,mayoria_3de4,venta,compra
1ghg7jz,1730495926.0,2024,11,wallstreetbets,submissions,INTC,1,112618299401f91158b2bdefd458fc2e7eab18818fa7009cd190e0ef1a4aa198,compra,compra,neutral,compra,neutral,compra,2.0,compra,pedro_adjudicacion,compra,compra
ll6kpk2,1725300829.0,2024,9,stocks,comments,AMD,2,dd184abf65eaded8c9e8edc40af0b2162c183529b672829f39f7a1dbaed38e60,compra,neutral,compra,compra,compra,compra,3.0,compra,mayoria_3de4,compra,compra
1gpp6qs,1731430112.0,2024,11,stocks,submissions,DIS,2,15169318acdb2cec7097cdb0d79596baeb65080404497d388910f2ff860f2a09,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1f7clkk,1725298258.0,2024,9,wallstreetbets,submissions,SMCI,1,310f13d882545dd94ada299c50e166ce26645c7c71ded45a1d5fb57070ae0316,compra,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,compra,neutral
1fbfxhd,1725739647.0,2024,9,stocks,submissions,GOOGL,2,d1083290116da4add94671cdb002f1e9aa79aa6d33ae404f728f80974c4672f7,compra,compra,compra,neutral,neutral,compra,2.0,compra,pedro_adjudicacion,neutral,neutral
ll7gjiu,1725311589.0,2024,9,stocks,comments,INTC,1,f0a874871ee833ef3efc023f6e52e57e57ff351d84e8d2bc926e2c268d43f83e,compra,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,compra
1gjg7xu,1730732281.0,2024,11,stocks,submissions,BA,1,4d9e154e510cf7b68e042e0d1b5b0a366a2109d37e32ec36ce33bb34fe48765e,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1gi1f6u,1730567941.0,2024,11,wallstreetbets,submissions,SMCI,1,3de90bc38ca2fd5b3461c764da1fdfea8411a4bcabca18bc914e7db046e50736,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
luxdptc,1730498033.0,2024,11,stocks,comments,META,1,b7b3bbf99ee43b6faee887e9905efb4c85b52122bafca10b32d14012e6bcaaee,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
luvpx4f,1730479041.0,2024,11,stocks,comments,GOOGL,1,58c3e2ff9544c6606e1609a0fb8260d3e9c20e815165b7c0d4bede46640ec028,compra,neutral,neutral,compra,compra,neutral,2.0,compra,pedro_adjudicacion,venta,neutral
1gls8cf,1730991154.0,2024,11,stocks,submissions,DJT,1,76fc3c021c8a46fb0c4b976d39a5954bab96ad8bba3c6243ddafa0c7e18c2fb0,compra,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
luv1t1t,1730471354.0,2024,11,stocks,comments,TSLA,1,efb44a5671fc6d56d9b21fc5828c3de08b853d551181a8e964210730f1338576,compra,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,neutral,neutral
1f8pl58,1725444736.0,2024,9,wallstreetbets,submissions,WMT,1,acec7e33620191f1c33227d5bb9269b523d37eeabc2f5003e83e1e764a59896b,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
ll9age0,1725337515.0,2024,9,stocks,comments,AMD,1,92ebcc2858bcf8ace9ff68ecf57fe8245648cce39c1d4dea5e5bc69469288338,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
lky6k9i,1725169938.0,2024,9,wallstreetbets,comments,NVDA,1,6bcee9ea8a7679ba7e3a1096bef0e1d28facefe7e98a903ce5a890241fb30438,compra,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,compra,compra
lus7bs2,1730420296.0,2024,11,wallstreetbets,comments,SMCI,1,4849a5b9e8b84ecd1b2bc85640d04d27fbb3c3303a41276095a528b175a78381,compra,venta,venta,neutral,venta,venta,3.0,venta,mayoria_3de4,compra,compra
1f8b3vo,1725397030.0,2024,9,wallstreetbets,submissions,CLOV,1,2aaf20fc60f2fb8fedd148c8458b53afa2ae6899783af23074535d9d57b9f85a,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
ll5ddif,1725286456.0,2024,9,stocks,comments,NVDA,1,1ea5638ced868770cbe6298d14b68a2fa92177c01fe0cf8baf241393d8942a25,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
lkxs3z9,1725162307.0,2024,9,wallstreetbets,comments,NVDA,1,f2bc8dab70adf24aa201b8126684a6e141f15265ffcc7447dabbb8e2ec3e2e29,compra,neutral,neutral,neutral,venta,neutral,3.0,neutral,mayoria_3de4,compra,neutral
lkx2tv7,1725151683.0,2024,9,wallstreetbets,comments,ASTS,1,8a2824cae42b9842a1ab553194ab90b889938e68721a2c8543c71cae9f3b38b4,compra,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,compra,neutral
1f64kbr,1725159580.0,2024,9,wallstreetbets,submissions,NVDA,1,5d9782a09eccf13573f1bb75c30a13d474a83292104324ac81e91a1a5874ae59,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
lkyi8jg,1725177384.0,2024,9,wallstreetbets,comments,INTC,2,a99fb834422e8dd01308bf552cd413bef995bb464a7330da4ed24421533b73f9,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
1ghdosi,1730489259.0,2024,11,wallstreetbets,submissions,DJT,1,1c65490884b4a72e68bbda033941c3495454b32c71d032192fc6484b35198e4e,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1gsv5im,1731785950.0,2024,11,stocks,submissions,MSTR,1,9e1a827e1862cd16eef6f725cc2f5cf8b54309c2934d18022a8d1996a86fdc08,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
1gheem7,1730491154.0,2024,11,wallstreetbets,submissions,HOOD,1,f9af34c339d8fb3d728205dc04d50c846577bb9c77cc614e8d26a3a92d091a34,compra,venta,neutral,neutral,compra,neutral,2.0,neutral,pedro_adjudicacion,neutral,neutral
1fg3wd8,1726257407.0,2024,9,stocks,submissions,RDDT,1,33758560cf8434ca87525b4db4cb86047eb1322249948927da85ae2d49939195,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
lkxi116,1725157932.0,2024,9,wallstreetbets,comments,NVDA,1,3b2d2383e0832ff9bb1ed2aea8b039be40afcb694bc575d4bec0ac46ba7ae9bb,compra,compra,venta,neutral,neutral,neutral,2.0,neutral,pedro_adjudicacion,venta,neutral
